trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint,checkpoint_id,continuous_pickup,continuous_drop_off
2040,16:00:00,16:00:00,24,1,,0,0,0,,,
2040,16:02:00,16:02:00,25,2,,0,0,0,,,
2041,16:15:00,16:15:00,24,1,,0,0,0,,,
2041,16:17:00,16:17:00,25,2,,0,0,0,,,
2042,16:30:00,16:30:00,24,1,,0,0,0,,,
2042,16:32:00,16:32:00,25,2,,0,0,0,,,
2043,16:45:00,16:45:00,24,1,,0,0,0,,,
2043,16:47:00,16:47:00,25,2,,0,0,0,,,
2044,17:00:00,17:00:00,24,1,,0,0,0,,,
2044,17:02:00,17:02:00,25,2,,0,0,0,,,
2045,17:15:00,17:15:00,24,1,,0,0,0,,,
2045,17:17:00,17:17:00,25,2,,0,0,0,,,
2046,17:30:00,17:30:00,24,1,,0,0,0,,,
2046,17:32:00,17:32:00,25,2,,0,0,0,,,
2047,17:45:00,17:45:00,24,1,,0,0,0,,,
2047,17:47:00,17:47:00,25,2,,0,0,0,,,
2048,18:00:00,18:00:00,24,1,,0,0,0,,,
2048,18:02:00,18:02:00,25,2,,0,0,0,,,
2049,18:15:00,18:15:00,24,1,,0,0,0,,,
2049,18:17:00,18:17:00,25,2,,0,0,0,,,
2050,18:30:00,18:30:00,24,1,,0,0,0,,,
2050,18:32:00,18:32:00,25,2,,0,0,0,,,
2051,18:45:00,18:45:00,24,1,,0,0,0,,,
2051,18:47:00,18:47:00,25,2,,0,0,0,,,
2052,19:00:00,19:00:00,24,1,,0,0,0,,,
2052,19:02:00,19:02:00,25,2,,0,0,0,,,
2053,19:15:00,19:15:00,24,1,,0,0,0,,,
2053,19:17:00,19:17:00,25,2,,0,0,0,,,
2054,19:30:00,19:30:00,24,1,,0,0,0,,,
2054,19:32:00,19:32:00,25,2,,0,0,0,,,
2055,19:45:00,19:45:00,24,1,,0,0,0,,,
2055,19:47:00,19:47:00,25,2,,0,0,0,,,
2056,20:00:00,20:00:00,24,1,,0,0,0,,,
2056,20:02:00,20:02:00,25,2,,0,0,0,,,
2057,20:15:00,20:15:00,24,1,,0,0,0,,,
2057,20:17:00,20:17:00,25,2,,0,0,0,,,
2058,20:30:00,20:30:00,24,1,,0,0,0,,,
2058,20:32:00,20:32:00,25,2,,0,0,0,,,
2059,20:45:00,20:45:00,24,1,,0,0,0,,,
2059,20:47:00,20:47:00,25,2,,0,0,0,,,
2060,21:00:00,21:00:00,24,1,,0,0,0,,,
2060,21:02:00,21:02:00,25,2,,0,0,0,,,
2061,21:15:00,21:15:00,24,1,,0,0,0,,,
2061,21:17:00,21:17:00,25,2,,0,0,0,,,
2062,21:30:00,21:30:00,24,1,,0,0,0,,,
2062,21:32:00,21:32:00,25,2,,0,0,0,,,
2063,21:45:00,21:45:00,24,1,,0,0,0,,,
2063,21:47:00,21:47:00,25,2,,0,0,0,,,
2064,22:00:00,22:00:00,24,1,,0,0,0,,,
2064,22:02:00,22:02:00,25,2,,0,0,0,,,
2065,22:15:00,22:15:00,24,1,,0,0,0,,,
2065,22:17:00,22:17:00,25,2,,0,0,0,,,
2066,22:30:00,22:30:00,24,1,,0,0,0,,,
2066,22:32:00,22:32:00,25,2,,0,0,0,,,
2067,22:45:00,22:45:00,24,1,,0,0,0,,,
2067,22:47:00,22:47:00,25,2,,0,0,0,,,
2068,23:00:00,23:00:00,24,1,,0,0,0,,,
2068,23:02:00,23:02:00,25,2,,0,0,0,,,
2069,23:15:00,23:15:00,24,1,,0,0,0,,,
2069,23:17:00,23:17:00,25,2,,0,0,0,,,
2070,23:30:00,23:30:00,24,1,,0,0,0,,,
2070,23:32:00,23:32:00,25,2,,0,0,0,,,
